"ProductId";"Name";"Price";"CreationDate";"CustomerId";"Quantity";"Rate"
"787";"dolore";"75.37";"2017-06-19";"546";"95";"2.6"
"787";"dolore";"75.37";"2017-06-19";"546";"95";"3.1"
"787";"dolore";"75.37";"2017-06-19";"546";"95";"3.4"
"787";"dolore";"75.37";"2017-06-19";"546";"95";"5"
"787";"dolore";"75.37";"2017-06-19";"546";"95";"5.2"
"787";"dolore";"75.37";"2017-06-19";"546";"95";"8"
"787";"dolore";"75.37";"2017-06-19";"546";"95";"8.7"
"787";"dolore";"75.37";"2017-06-19";"546";"95";"9.6"
"1461";"molestias";"83.88";"1995-10-25";"358";"29";"7.8"
"1461";"molestias";"83.88";"1995-10-25";"358";"29";"9.1"
"1573";"ullam";"68.68";"2020-05-30";"1548";"142";"0.6"
"1573";"ullam";"68.68";"2020-05-30";"1548";"142";"3.3"
"1573";"ullam";"68.68";"2020-05-30";"1548";"142";"6"
"1573";"ullam";"68.68";"2020-05-30";"1548";"142";"7.2"
"231";"vel";"6.64";"1978-10-09";"553";"64";"0.8"
"231";"vel";"6.64";"1978-10-09";"553";"64";"2.4"
"231";"vel";"6.64";"1978-10-09";"553";"64";"5.3"
"231";"vel";"6.64";"1978-10-09";"553";"64";"6"
"231";"vel";"6.64";"1978-10-09";"553";"64";"6.4"
"231";"vel";"6.64";"1978-10-09";"553";"64";"6.9"
"1893";"officiis";"76.41";"1997-10-02";"1623";"84";"0"
"1893";"officiis";"76.41";"1997-10-02";"1623";"84";"0.2"
"1893";"officiis";"76.41";"1997-10-02";"1623";"84";"0.9"
"1893";"officiis";"76.41";"1997-10-02";"1623";"84";"2.6"
"1893";"officiis";"76.41";"1997-10-02";"1623";"84";"2.7"
"1680";"natus";"27.81";"2001-11-17";"1230";"1";"0.2"
"1680";"natus";"27.81";"2001-11-17";"1230";"1";"3.7"
"1680";"natus";"27.81";"2001-11-17";"1230";"1";"4.2"
"1680";"natus";"27.81";"2001-11-17";"1230";"1";"7.3"
"1680";"natus";"27.81";"2001-11-17";"1230";"1";"7.9"
"1680";"natus";"27.81";"2001-11-17";"1230";"1";"9.2"
"1696";"et";"29.98";"1980-10-22";"58";"20";"0.5"
"1696";"et";"29.98";"1980-10-22";"58";"20";"0.6"
"1696";"et";"29.98";"1980-10-22";"58";"20";"1.3"
"1696";"et";"29.98";"1980-10-22";"58";"20";"5.7"
"1696";"et";"29.98";"1980-10-22";"58";"20";"6.4"
"1696";"et";"29.98";"1980-10-22";"58";"20";"9.7"
"208";"quam";"45.17";"2020-01-09";"1062";"91";"2.3"
"208";"quam";"45.17";"2020-01-09";"1062";"91";"6.2"
"121";"est";"58.39";"2020-10-16";"260";"11";"4.4"
"121";"est";"58.39";"2020-10-16";"260";"11";"4.8"
"121";"est";"58.39";"2020-10-16";"260";"11";"6.3"
"121";"est";"58.39";"2020-10-16";"260";"11";"6.8"
"121";"est";"58.39";"2020-10-16";"260";"11";"8.7"
"121";"est";"58.39";"2020-10-16";"260";"11";"9.7"
"1164";"natus";"77.49";"1985-04-03";"1297";"117";"2.5"
"1164";"natus";"77.49";"1985-04-03";"1297";"117";"2.7"
"1164";"natus";"77.49";"1985-04-03";"1297";"117";"6"
"1164";"natus";"77.49";"1985-04-03";"1297";"117";"6.1"
"1164";"natus";"77.49";"1985-04-03";"1297";"117";"6.5"
"1164";"natus";"77.49";"1985-04-03";"1297";"117";"7.6"
"1164";"natus";"77.49";"1985-04-03";"1297";"117";"8.3"
"1164";"natus";"77.49";"1985-04-03";"1297";"117";"9.5"
"36";"sint";"73.34";"2012-03-12";"951";"67";"4.8"
"36";"sint";"73.34";"2012-03-12";"951";"67";"5.2"
"36";"sint";"73.34";"2012-03-12";"951";"67";"5.7"
"36";"sint";"73.34";"2012-03-12";"951";"67";"6.5"
"36";"sint";"73.34";"2012-03-12";"951";"67";"7"
"36";"sint";"73.34";"2012-03-12";"951";"67";"7.1"
"36";"sint";"73.34";"2012-03-12";"951";"67";"9"
"350";"vitae";"77.47";"2005-03-14";"1586";"75";"4.5"
"350";"vitae";"77.47";"2005-03-14";"1586";"75";"8"
"1761";"voluptatem";"67.55";"1971-04-20";"910";"134";"0.3"
"1761";"voluptatem";"67.55";"1971-04-20";"910";"134";"1"
"1761";"voluptatem";"67.55";"1971-04-20";"910";"134";"1.6"
"1761";"voluptatem";"67.55";"1971-04-20";"910";"134";"1.8"
"1761";"voluptatem";"67.55";"1971-04-20";"910";"134";"2.3"
"1761";"voluptatem";"67.55";"1971-04-20";"910";"134";"2.9"
"1761";"voluptatem";"67.55";"1971-04-20";"910";"134";"3.3"
"1761";"voluptatem";"67.55";"1971-04-20";"910";"134";"4.6"
"1761";"voluptatem";"67.55";"1971-04-20";"910";"134";"4.9"
"1761";"voluptatem";"67.55";"1971-04-20";"910";"134";"7.3"
"808";"aliquid";"40.83";"1992-01-10";"222";"45";"5.1"
"808";"aliquid";"40.83";"1992-01-10";"222";"45";"5.5"
"808";"aliquid";"40.83";"1992-01-10";"222";"45";"6.3"
"808";"aliquid";"40.83";"1992-01-10";"222";"45";"6.6"
"1391";"quis";"88.86";"1973-04-19";"1392";"52";"0.4"
"1391";"quis";"88.86";"1973-04-19";"1392";"52";"3.7"
"1391";"quis";"88.86";"1973-04-19";"1392";"52";"5.6"
"1391";"quis";"88.86";"1973-04-19";"1392";"52";"6.2"
"1391";"quis";"88.86";"1973-04-19";"1392";"52";"7"
"443";"ad";"56.24";"1974-08-28";"1406";"26";"3.9"
"302";"voluptatum";"92.51";"2015-01-29";"1467";"154";"0.1"
"302";"voluptatum";"92.51";"2015-01-29";"1467";"154";"1.7"
"302";"voluptatum";"92.51";"2015-01-29";"1467";"154";"2.2"
"302";"voluptatum";"92.51";"2015-01-29";"1467";"154";"3.9"
"302";"voluptatum";"92.51";"2015-01-29";"1467";"154";"8"
"302";"voluptatum";"92.51";"2015-01-29";"1467";"154";"8.9"
"1769";"deserunt";"55.89";"2001-04-08";"652";"1";"0.3"
"1769";"deserunt";"55.89";"2001-04-08";"652";"1";"1.8"
"1769";"deserunt";"55.89";"2001-04-08";"652";"1";"2.9"
"1769";"deserunt";"55.89";"2001-04-08";"652";"1";"4.2"
"1769";"deserunt";"55.89";"2001-04-08";"652";"1";"4.5"
"1769";"deserunt";"55.89";"2001-04-08";"652";"1";"4.6"
"1769";"deserunt";"55.89";"2001-04-08";"652";"1";"4.7"
"1769";"deserunt";"55.89";"2001-04-08";"652";"1";"5.4"
"1769";"deserunt";"55.89";"2001-04-08";"652";"1";"6.8"
"1769";"deserunt";"55.89";"2001-04-08";"652";"1";"7.2"
"1769";"deserunt";"55.89";"2001-04-08";"652";"1";"9.7"
"189";"repudiandae";"53.57";"1992-12-22";"1336";"166";"0.1"
"189";"repudiandae";"53.57";"1992-12-22";"1336";"166";"9.6"
"378";"reprehenderit";"8.06";"2006-12-31";"1106";"62";"0.4"
"378";"reprehenderit";"8.06";"2006-12-31";"1106";"62";"0.8"
"378";"reprehenderit";"8.06";"2006-12-31";"1106";"62";"1.5"
"378";"reprehenderit";"8.06";"2006-12-31";"1106";"62";"2.8"
"378";"reprehenderit";"8.06";"2006-12-31";"1106";"62";"3.1"
"378";"reprehenderit";"8.06";"2006-12-31";"1106";"62";"4.1"
"378";"reprehenderit";"8.06";"2006-12-31";"1106";"62";"4.2"
"378";"reprehenderit";"8.06";"2006-12-31";"1106";"62";"5.9"
"378";"reprehenderit";"8.06";"2006-12-31";"1106";"62";"7.7"
"378";"reprehenderit";"8.06";"2006-12-31";"1106";"62";"7.9"
"378";"reprehenderit";"8.06";"2006-12-31";"1106";"62";"9.5"
"548";"quisquam";"90.52";"1982-04-26";"719";"123";"0.1"
"548";"quisquam";"90.52";"1982-04-26";"719";"123";"0.8"
"548";"quisquam";"90.52";"1982-04-26";"719";"123";"8.6"
"800";"accusantium";"26.34";"2005-10-07";"822";"157";"5.3"
"800";"accusantium";"26.34";"2005-10-07";"822";"157";"6.9"
"800";"accusantium";"26.34";"2005-10-07";"822";"157";"7.4"
"800";"accusantium";"26.34";"2005-10-07";"822";"157";"8.7"
"582";"natus";"66.58";"1983-12-08";"915";"182";"0.1"
"582";"natus";"66.58";"1983-12-08";"915";"182";"0.6"
"582";"natus";"66.58";"1983-12-08";"915";"182";"6.1"
"582";"natus";"66.58";"1983-12-08";"915";"182";"9.6"
"641";"et";"88.58";"2002-01-17";"1399";"52";"1.8"
"641";"et";"88.58";"2002-01-17";"1399";"52";"2.9"
"641";"et";"88.58";"2002-01-17";"1399";"52";"7.9"
"641";"et";"88.58";"2002-01-17";"1399";"52";"8.5"
"641";"et";"88.58";"2002-01-17";"1399";"52";"9.4"
"641";"et";"88.58";"2002-01-17";"1399";"52";"9.5"
"1766";"repellendus";"99.31";"1974-11-30";"505";"197";"0.3"
"1766";"repellendus";"99.31";"1974-11-30";"505";"197";"0.6"
"1766";"repellendus";"99.31";"1974-11-30";"505";"197";"3"
"1766";"repellendus";"99.31";"1974-11-30";"505";"197";"7.8"
"1413";"dolorem";"55.75";"2015-11-19";"537";"171";"1.7"
"1413";"dolorem";"55.75";"2015-11-19";"537";"171";"3.8"
"1413";"dolorem";"55.75";"2015-11-19";"537";"171";"5.4"
"1413";"dolorem";"55.75";"2015-11-19";"537";"171";"8"
"1413";"dolorem";"55.75";"2015-11-19";"537";"171";"8.3"
"1077";"dignissimos";"81.44";"2012-10-06";"1520";"61";"5.5"
"1077";"dignissimos";"81.44";"2012-10-06";"1520";"61";"7.2"
"784";"et";"2.99";"1978-08-20";"748";"7";"1.8"
"784";"et";"2.99";"1978-08-20";"748";"7";"2"
"784";"et";"2.99";"1978-08-20";"748";"7";"3.9"
"784";"et";"2.99";"1978-08-20";"748";"7";"5.4"
"1061";"eaque";"3.37";"1980-02-08";"910";"152";"0.4"
"1061";"eaque";"3.37";"1980-02-08";"910";"152";"2.2"
"1061";"eaque";"3.37";"1980-02-08";"910";"152";"3.5"
"1061";"eaque";"3.37";"1980-02-08";"910";"152";"4.7"
"1061";"eaque";"3.37";"1980-02-08";"910";"152";"5.1"
"1061";"eaque";"3.37";"1980-02-08";"910";"152";"5.9"
"1061";"eaque";"3.37";"1980-02-08";"910";"152";"7.1"
"1061";"eaque";"3.37";"1980-02-08";"910";"152";"7.3"
"1061";"eaque";"3.37";"1980-02-08";"910";"152";"9.4"
"754";"sunt";"93.78";"2018-05-30";"1025";"120";"0"
"754";"sunt";"93.78";"2018-05-30";"1025";"120";"1"
"754";"sunt";"93.78";"2018-05-30";"1025";"120";"2.7"
